domain,n,method,timing_kind,repetition,value_ms
bem,1,df32,e2e,27,0.0942559987307
bem,1,df32,kernel,28,0.0275827199221
bem,1,df32,e2e,28,0.100611194968
bem,1,df32,kernel,29,0.0276102405041
bem,1,df32,e2e,29,0.100419200957
bem,1,fp64_equivalent,kernel,0,0.0275920014828
bem,1,fp64_equivalent,e2e,0,0.0363808013499
bem,1,fp64_equivalent,kernel,1,0.0275897607207
bem,1,fp64_equivalent,e2e,1,0.0362528003752
bem,1,fp64_equivalent,kernel,2,0.0275929588825
bem,1,fp64_equivalent,e2e,2,0.0362624004483
bem,1,fp64_equivalent,kernel,3,0.0275920014828
bem,1,fp64_equivalent,e2e,3,0.0366239994764
bem,1,fp64_equivalent,kernel,4,0.0275904014707
bem,1,fp64_equivalent,e2e,4,0.0362176001072
bem,1,fp64_equivalent,kernel,5,0.0275843199342
bem,1,fp64_equivalent,e2e,5,0.100278399885
bem,1,fp64_equivalent,kernel,6,0.0275823995471
bem,1,fp64_equivalent,e2e,6,0.100390397012
bem,1,fp64_equivalent,kernel,7,0.0276035182178
bem,1,fp64_equivalent,e2e,7,0.100495994091
bem,1,fp64_equivalent,kernel,8,0.0275964811444
bem,1,fp64_equivalent,e2e,8,0.0486719980836
bem,1,fp64_equivalent,kernel,9,0.0276012793183
bem,1,fp64_equivalent,e2e,9,0.0357664003968
bem,1,fp64_equivalent,kernel,10,0.0275958403945
bem,1,fp64_equivalent,e2e,10,0.036323197186
bem,1,fp64_equivalent,kernel,11,0.0276070404798
bem,1,fp64_equivalent,e2e,11,0.0361663997173
bem,1,fp64_equivalent,kernel,12,0.0275990385562
bem,1,fp64_equivalent,e2e,12,0.06158079952
bem,1,fp64_equivalent,kernel,13,0.0276137590408
bem,1,fp64_equivalent,e2e,13,0.100604794919
bem,1,fp64_equivalent,kernel,14,0.0275987200439
bem,1,fp64_equivalent,e2e,14,0.100531198084
bem,1,fp64_equivalent,kernel,15,0.0276015996933
bem,1,fp64_equivalent,e2e,15,0.0877280011773
bem,1,fp64_equivalent,kernel,16,0.0289155188948
bem,1,fp64_equivalent,e2e,16,0.0361951999366
bem,1,fp64_equivalent,kernel,17,0.0276054404676
bem,1,fp64_equivalent,e2e,17,0.036259200424
bem,1,fp64_equivalent,kernel,18,0.0276057608426
bem,1,fp64_equivalent,e2e,18,0.0362272001803
bem,1,fp64_equivalent,kernel,19,0.027600960806
bem,1,fp64_equivalent,e2e,19,0.0425247997046
bem,1,fp64_equivalent,kernel,20,0.0275980811566
bem,1,fp64_equivalent,e2e,20,0.100518405437
bem,1,fp64_equivalent,kernel,21,0.0276025608182
bem,1,fp64_equivalent,e2e,21,0.10080640018
bem,1,fp64_equivalent,kernel,22,0.0276207998395
bem,1,fp64_equivalent,e2e,22,0.100572802126
bem,1,fp64_equivalent,kernel,23,0.0276060793549
bem,1,fp64_equivalent,e2e,23,0.0423647984862
bem,1,fp64_equivalent,kernel,24,0.0276089590043
bem,1,fp64_equivalent,e2e,24,0.0362208001316
bem,1,fp64_equivalent,kernel,25,0.0276006385684
bem,1,fp64_equivalent,e2e,25,0.0362080000341
bem,1,fp64_equivalent,kernel,26,0.027590719983
bem,1,fp64_equivalent,e2e,26,0.0363328009844
bem,1,fp64_equivalent,kernel,27,0.027597438544
bem,1,fp64_equivalent,e2e,27,0.0736863985658
bem,1,fp64_equivalent,kernel,28,0.0276156812906
bem,1,fp64_equivalent,e2e,28,0.100611194968
bem,1,fp64_equivalent,kernel,29,0.0275999996811
bem,1,fp64_equivalent,e2e,29,0.10060800612
bem,8,fp64_equivalent,kernel,0,0.0276265591383
bem,8,fp64_equivalent,e2e,0,0.0363359972835
bem,8,fp64_equivalent,kernel,1,0.0276268795133
bem,8,fp64_equivalent,e2e,1,0.0329696014524
bem,8,fp64_equivalent,kernel,2,0.0275977607816
bem,8,fp64_equivalent,e2e,2,0.0329984016716
bem,8,fp64_equivalent,kernel,3,0.0276223998517
bem,8,fp64_equivalent,e2e,3,0.0327103994787
bem,8,fp64_equivalent,kernel,4,0.0275769587606
bem,8,fp64_equivalent,e2e,4,0.036323197186
bem,8,fp64_equivalent,kernel,5,0.0276156812906
bem,8,fp64_equivalent,e2e,5,0.0891296043992
bem,8,fp64_equivalent,kernel,6,0.0275948811322
bem,8,fp64_equivalent,e2e,6,0.100121602416
bem,8,fp64_equivalent,kernel,7,0.0276073589921
bem,8,fp64_equivalent,e2e,7,0.100438401103
bem,8,fp64_equivalent,kernel,8,0.0276163201779
bem,8,fp64_equivalent,e2e,8,0.05780480057
bem,8,fp64_equivalent,kernel,9,0.027593601495
bem,8,fp64_equivalent,e2e,9,0.0332191996276
bem,8,fp64_equivalent,kernel,10,0.0275993607938
bem,8,fp64_equivalent,e2e,10,0.0363264009356
bem,8,fp64_equivalent,kernel,11,0.0276044793427
bem,8,fp64_equivalent,e2e,11,0.0363168008626
bem,8,fp64_equivalent,kernel,12,0.0276195183396
bem,8,fp64_equivalent,e2e,12,0.0362080000341
bem,8,fp64_equivalent,kernel,13,0.0275910403579
bem,8,fp64_equivalent,e2e,13,0.100419200957
bem,8,fp64_equivalent,kernel,14,0.0276137590408
bem,8,fp64_equivalent,e2e,14,0.100867196918
bem,8,fp64_equivalent,kernel,15,0.0276102405041
bem,8,fp64_equivalent,e2e,15,0.100822404027
bem,8,fp64_equivalent,kernel,16,0.028952319175
bem,8,fp64_equivalent,e2e,16,0.0487231984735
bem,8,fp64_equivalent,kernel,17,0.0275849606842
bem,8,fp64_equivalent,e2e,17,0.0362720005214
bem,8,fp64_equivalent,kernel,18,0.0276092793792
bem,8,fp64_equivalent,e2e,18,0.0329600013793
bem,8,fp64_equivalent,kernel,19,0.0275999996811
bem,8,fp64_equivalent,e2e,19,0.0329472012818
bem,8,fp64_equivalent,kernel,20,0.0276019200683
bem,8,fp64_equivalent,e2e,20,0.0618848018348
bem,8,fp64_equivalent,kernel,21,0.0276025608182
bem,8,fp64_equivalent,e2e,21,0.100720003247
bem,8,fp64_equivalent,kernel,22,0.0276003200561
bem,8,fp64_equivalent,e2e,22,0.100374400616
bem,8,fp64_equivalent,kernel,23,0.027607999742
bem,8,fp64_equivalent,e2e,23,0.0855423957109
bem,8,fp64_equivalent,kernel,24,0.0275894403458
bem,8,fp64_equivalent,e2e,24,0.035654399544
bem,8,fp64_equivalent,kernel,25,0.0276307202876
bem,8,fp64_equivalent,e2e,25,0.0356703996658
bem,8,fp64_equivalent,kernel,26,0.0275955200195
bem,8,fp64_equivalent,e2e,26,0.0309792011976
bem,8,fp64_equivalent,kernel,27,0.0276147201657
bem,8,fp64_equivalent,e2e,27,0.0309536010027
bem,8,fp64_equivalent,kernel,28,0.0275942403823
bem,8,fp64_equivalent,e2e,28,0.0862496048212
bem,8,fp64_equivalent,kernel,29,0.0276070404798
bem,8,fp64_equivalent,e2e,29,0.100902400911
bem,8,df32,kernel,0,0.134567677975
bem,8,df32,e2e,0,0.201420813799
bem,8,df32,kernel,1,0.135991677642
bem,8,df32,e2e,1,0.201616004109
bem,8,df32,kernel,2,0.1345692873
bem,8,df32,e2e,2,0.142124801874
bem,8,df32,kernel,3,0.13459071517
bem,8,df32,e2e,3,0.183209598064
bem,8,df32,kernel,4,0.134626567364
bem,8,df32,e2e,4,0.200672000647
bem,8,df32,kernel,5,0.134555831552
bem,8,df32,e2e,5,0.201276808977
bem,8,df32,kernel,6,0.133803844452
bem,8,df32,e2e,6,0.200207993388
bem,8,df32,kernel,7,0.134551674128
bem,8,df32,e2e,7,0.176348805428
bem,8,df32,kernel,8,0.134568959475
bem,8,df32,e2e,8,0.201843187213
bem,8,df32,kernel,9,0.134618237615
bem,8,df32,e2e,9,0.200841590762
bem,8,df32,kernel,10,0.13456608355
bem,8,df32,e2e,10,0.174876794219
bem,8,df32,kernel,11,0.136218249798
bem,8,df32,e2e,11,0.150089591742
bem,8,df32,kernel,12,0.134607672691
bem,8,df32,e2e,12,0.201200008392
bem,8,df32,kernel,13,0.1345667243
bem,8,df32,e2e,13,0.201129600406
bem,8,df32,kernel,14,0.134591683745
bem,8,df32,e2e,14,0.20130880177
bem,8,df32,kernel,15,0.133830398321
bem,8,df32,e2e,15,0.137532800436
bem,8,df32,kernel,16,0.134585916996
bem,8,df32,e2e,16,0.195756807923
bem,8,df32,kernel,17,0.134600639343
bem,8,df32,e2e,17,0.20145599544
bem,8,df32,kernel,18,0.134602248669
bem,8,df32,e2e,18,0.202051207423
bem,8,df32,kernel,19,0.134492486715
bem,8,df32,e2e,19,0.15528960526
bem,8,df32,kernel,20,0.135972797871
bem,8,df32,e2e,20,0.169830411673
bem,8,df32,kernel,21,0.13456864655
bem,8,df32,e2e,21,0.201148793101
bem,8,df32,kernel,22,0.134558081627
bem,8,df32,e2e,22,0.201343983412
bem,8,df32,kernel,23,0.134609282017
bem,8,df32,e2e,23,0.181129604578
bem,8,df32,kernel,24,0.134560316801
bem,8,df32,e2e,24,0.149878397584
bem,8,df32,kernel,25,0.136198088527
bem,8,df32,e2e,25,0.202121585608
bem,8,df32,kernel,26,0.134560644627
bem,8,df32,e2e,26,0.20115840435
bem,8,df32,kernel,27,0.134595200419
bem,8,df32,e2e,27,0.200943991542
bem,8,df32,kernel,28,0.134615033865
bem,8,df32,e2e,28,0.13716159761
bem,8,df32,kernel,29,0.134541124105
bem,8,df32,e2e,29,0.194982394576
bem,32,df32,kernel,0,0.143261760473
bem,32,df32,e2e,0,0.202579185367
bem,32,df32,kernel,1,0.143188163638
bem,32,df32,e2e,1,0.147641599178
bem,32,df32,kernel,2,0.143111035228
bem,32,df32,e2e,2,0.191296011209
bem,32,df32,kernel,3,0.143371522427
bem,32,df32,e2e,3,0.209747195244
bem,32,df32,kernel,4,0.144414722919
bem,32,df32,e2e,4,0.209491208196
bem,32,df32,kernel,5,0.14305536449
bem,32,df32,e2e,5,0.177788794041
bem,32,df32,kernel,6,0.143282234669
bem,32,df32,e2e,6,0.178716808558
bem,32,df32,kernel,7,0.14310336113
bem,32,df32,e2e,7,0.209155201912
bem,32,df32,kernel,8,0.143416956067
bem,32,df32,e2e,8,0.209711998701
bem,32,df32,kernel,9,0.143023043871
bem,32,df32,e2e,9,0.190422400832
bem,32,df32,kernel,10,0.14332960546
bem,32,df32,e2e,10,0.166035205126
bem,32,df32,kernel,11,0.143154874444
bem,32,df32,e2e,11,0.209209606051
bem,32,df32,kernel,12,0.143382400274
bem,32,df32,e2e,12,0.209302395582
bem,32,df32,kernel,13,0.144364476204
bem,32,df32,e2e,13,0.215270400047
bem,32,df32,kernel,14,0.143271997571
bem,32,df32,e2e,14,0.184511989355
bem,32,df32,kernel,15,0.143221765757
bem,32,df32,e2e,15,0.208854392171
bem,32,df32,kernel,16,0.143179193139
bem,32,df32,e2e,16,0.209833592176
bem,32,df32,kernel,17,0.143254712224
bem,32,df32,e2e,17,0.202902391553
bem,32,df32,kernel,18,0.144492477179
bem,32,df32,e2e,18,0.147283196449
bem,32,df32,kernel,19,0.143042877316
bem,32,df32,e2e,19,0.20936639607
bem,32,df32,kernel,20,0.143291518092
bem,32,df32,e2e,20,0.209257602692
bem,32,df32,kernel,21,0.142994552851
bem,32,df32,e2e,21,0.209312006831
bem,32,df32,kernel,22,0.143009603024
bem,32,df32,e2e,22,0.168975993991
bem,32,df32,kernel,23,0.142308488488
bem,32,df32,e2e,23,0.204096004367
bem,32,df32,kernel,24,0.143072649837
bem,32,df32,e2e,24,0.209577605128
bem,32,df32,kernel,25,0.143076166511
bem,32,df32,e2e,25,0.2094655931
bem,32,df32,kernel,26,0.143067196012
bem,32,df32,e2e,26,0.166496008635
bem,32,df32,kernel,27,0.143076166511
bem,32,df32,e2e,27,0.191558390856
bem,32,df32,kernel,28,0.143136650324
bem,32,df32,e2e,28,0.209171205759
bem,32,df32,kernel,29,0.143118709326
bem,32,df32,e2e,29,0.209638401866
bem,32,fp64_equivalent,kernel,0,0.0378380790353
bem,32,fp64_equivalent,e2e,0,0.0481344014406
bem,32,fp64_equivalent,kernel,1,0.0378102399409
bem,32,fp64_equivalent,e2e,1,0.0477120019495
bem,32,fp64_equivalent,kernel,2,0.037815362215
bem,32,fp64_equivalent,e2e,2,0.0475872009993
bem,32,fp64_equivalent,kernel,3,0.0378307215869
bem,32,fp64_equivalent,e2e,3,0.060937602073
bem,32,fp64_equivalent,kernel,4,0.0378355197608
bem,32,fp64_equivalent,e2e,4,0.109388805926
bem,32,fp64_equivalent,kernel,5,0.0378159992397
bem,32,fp64_equivalent,e2e,5,0.10927040875
bem,32,fp64_equivalent,kernel,6,0.0378182418644
bem,32,fp64_equivalent,e2e,6,0.109379194677
bem,32,fp64_equivalent,kernel,7,0.0378217585385
bem,32,fp64_equivalent,e2e,7,0.0477120019495
bem,32,fp64_equivalent,kernel,8,0.0378415994346
bem,32,fp64_equivalent,e2e,8,0.0476736016572
bem,32,fp64_equivalent,kernel,9,0.0378275215626
bem,32,fp64_equivalent,e2e,9,0.0477472022176
bem,32,fp64_equivalent,kernel,10,0.037833917886
bem,32,fp64_equivalent,e2e,10,0.0968927964568
bem,32,fp64_equivalent,kernel,11,0.0378272011876
bem,32,fp64_equivalent,e2e,11,0.109161600471
bem,32,fp64_equivalent,kernel,12,0.0377894416451
bem,32,fp64_equivalent,e2e,12,0.109180793166
bem,32,fp64_equivalent,kernel,13,0.037840642035
bem,32,fp64_equivalent,e2e,13,0.0724448040128
bem,32,fp64_equivalent,kernel,14,0.0378390401602
bem,32,fp64_equivalent,e2e,14,0.0482879988849
bem,32,fp64_equivalent,kernel,15,0.037819519639
bem,32,fp64_equivalent,e2e,15,0.0474848002195
bem,32,fp64_equivalent,kernel,16,0.0378105603158
bem,32,fp64_equivalent,e2e,16,0.0722400024533
bem,32,fp64_equivalent,kernel,17,0.0388659201562
bem,32,fp64_equivalent,e2e,17,0.109280005097
bem,32,fp64_equivalent,kernel,18,0.0378272011876
bem,32,fp64_equivalent,e2e,18,0.109523199499
bem,32,fp64_equivalent,kernel,19,0.0378284789622
bem,32,fp64_equivalent,e2e,19,0.0961856022477
bem,32,fp64_equivalent,kernel,20,0.037819199264
bem,32,fp64_equivalent,e2e,20,0.0475392006338
bem,32,fp64_equivalent,kernel,21,0.0378383994102
bem,32,fp64_equivalent,e2e,21,0.0476000010967
bem,32,fp64_equivalent,kernel,22,0.0378217585385
bem,32,fp64_equivalent,e2e,22,0.0481920018792
bem,32,fp64_equivalent,kernel,23,0.0378236807883
bem,32,fp64_equivalent,e2e,23,0.102233603597
bem,32,fp64_equivalent,kernel,24,0.0378387197852
bem,32,fp64_equivalent,e2e,24,0.10906239599
bem,32,fp64_equivalent,kernel,25,0.0378211177886
bem,32,fp64_equivalent,e2e,25,0.108415998518
bem,32,fp64_equivalent,kernel,26,0.0378204807639
bem,32,fp64_equivalent,e2e,26,0.0662335976958
bem,32,fp64_equivalent,kernel,27,0.0378476828337
bem,32,fp64_equivalent,e2e,27,0.047462400049
bem,32,fp64_equivalent,kernel,28,0.0378265604377
bem,32,fp64_equivalent,e2e,28,0.047593601048
bem,32,fp64_equivalent,kernel,29,0.0378214418888
bem,32,fp64_equivalent,e2e,29,0.0854336023331
bem,128,df32,kernel,0,0.153693437576
bem,128,df32,e2e,0,0.217939212918
bem,128,df32,kernel,1,0.15375456214
bem,128,df32,e2e,1,0.170255988836
bem,128,df32,kernel,2,0.153263688087
bem,128,df32,e2e,2,0.193747192621
bem,128,df32,kernel,3,0.153694719076
bem,128,df32,e2e,3,0.219097584486
bem,128,df32,kernel,4,0.154610559344
bem,128,df32,e2e,4,0.21797439456
bem,128,df32,kernel,5,0.153694719076
bem,128,df32,e2e,5,0.192003205419
bem,128,df32,kernel,6,0.153737917542
bem,128,df32,e2e,6,0.17986240983
bem,128,df32,kernel,7,0.153305277228
bem,128,df32,e2e,7,0.217884808779
bem,128,df32,kernel,8,0.154892489314
bem,128,df32,e2e,8,0.218140795827
bem,128,df32,kernel,9,0.153191044927
bem,128,df32,e2e,9,0.206367999315
bem,128,df32,kernel,10,0.153785914183
bem,128,df32,e2e,10,0.171782404184
bem,128,df32,kernel,11,0.153481602669
bem,128,df32,e2e,11,0.21787519753
bem,128,df32,kernel,12,0.153596803546
bem,128,df32,e2e,12,0.217529609799
bem,128,df32,kernel,13,0.153407365084
bem,128,df32,e2e,13,0.218601614237
bem,128,df32,kernel,14,0.153787836432
bem,128,df32,e2e,14,0.16666559875
bem,128,df32,kernel,15,0.153687357903
bem,128,df32,e2e,15,0.2182751894
bem,128,df32,kernel,16,0.1549603194
bem,128,df32,e2e,16,0.218889594078
bem,128,df32,kernel,17,0.153731197119
bem,128,df32,e2e,17,0.218028813601
bem,128,df32,kernel,18,0.153379201889
bem,128,df32,e2e,18,0.164358407259
bem,128,df32,kernel,19,0.153662726283
bem,128,df32,e2e,19,0.213686391711
bem,128,df32,kernel,20,0.15490655601
bem,128,df32,e2e,20,0.21831998229
bem,128,df32,kernel,21,0.153718084097
bem,128,df32,e2e,21,0.218044802547
bem,128,df32,kernel,22,0.153645128012
bem,128,df32,e2e,22,0.17678719759
bem,128,df32,kernel,23,0.153320327401
bem,128,df32,e2e,23,0.206832006574
bem,128,df32,kernel,24,0.152624323964
bem,128,df32,e2e,24,0.218291208148
bem,128,df32,kernel,25,0.153706237674
bem,128,df32,e2e,25,0.218355208635
bem,128,df32,kernel,26,0.153779834509
bem,128,df32,e2e,26,0.213763192296
bem,128,df32,kernel,27,0.153745278716
bem,128,df32,e2e,27,0.207788795233
bem,128,df32,kernel,28,0.15490783751
bem,128,df32,e2e,28,0.218150407076
bem,128,df32,kernel,29,0.153700470924
bem,128,df32,e2e,29,0.218892782927
bem,128,fp64_equivalent,kernel,0,0.181001275778
bem,128,fp64_equivalent,e2e,0,0.245939210057
bem,128,fp64_equivalent,kernel,1,0.182253107429
bem,128,fp64_equivalent,e2e,1,0.214915201068
bem,128,fp64_equivalent,kernel,2,0.1824015975
bem,128,fp64_equivalent,e2e,2,0.215734407306
bem,128,fp64_equivalent,kernel,3,0.181299835443
bem,128,fp64_equivalent,e2e,3,0.246048003435
bem,128,fp64_equivalent,kernel,4,0.181637436152
bem,128,fp64_equivalent,e2e,4,0.246560007334
bem,128,fp64_equivalent,kernel,5,0.180897921324
bem,128,fp64_equivalent,e2e,5,0.226175993681
bem,128,fp64_equivalent,kernel,6,0.182286724448
bem,128,fp64_equivalent,e2e,6,0.21515519917
bem,128,fp64_equivalent,kernel,7,0.182418227196
bem,128,fp64_equivalent,e2e,7,0.245961591601
bem,128,fp64_equivalent,kernel,8,0.182224318385
bem,128,fp64_equivalent,e2e,8,0.246083214879
bem,128,fp64_equivalent,kernel,9,0.180662721395
bem,128,fp64_equivalent,e2e,9,0.227523207664
bem,128,fp64_equivalent,kernel,10,0.182135045528
bem,128,fp64_equivalent,e2e,10,0.215120002627
bem,128,fp64_equivalent,kernel,11,0.1822771281
bem,128,fp64_equivalent,e2e,11,0.246383994818
bem,128,fp64_equivalent,kernel,12,0.18097153306
bem,128,fp64_equivalent,e2e,12,0.24581758678
bem,128,fp64_equivalent,kernel,13,0.182368963957
bem,128,fp64_equivalent,e2e,13,0.227209597826
bem,128,fp64_equivalent,kernel,14,0.181723847985
bem,128,fp64_equivalent,e2e,14,0.215632006526
bem,128,fp64_equivalent,kernel,15,0.182329595089
bem,128,fp64_equivalent,e2e,15,0.246236801147
bem,128,fp64_equivalent,kernel,16,0.182233929634
bem,128,fp64_equivalent,e2e,16,0.246780797839
bem,128,fp64_equivalent,kernel,17,0.180887684226
bem,128,fp64_equivalent,e2e,17,0.239833593369
bem,128,fp64_equivalent,kernel,18,0.182611197233
bem,128,fp64_equivalent,e2e,18,0.243248015642
bem,128,fp64_equivalent,kernel,19,0.182279676199
bem,128,fp64_equivalent,e2e,19,0.246396809816
bem,128,fp64_equivalent,kernel,20,0.18071231246
bem,128,fp64_equivalent,e2e,20,0.246396809816
bem,128,fp64_equivalent,kernel,21,0.182266563177
bem,128,fp64_equivalent,e2e,21,0.221164792776
bem,128,fp64_equivalent,kernel,22,0.181213110685
bem,128,fp64_equivalent,e2e,22,0.222022384405
bem,128,fp64_equivalent,kernel,23,0.180857598782
bem,128,fp64_equivalent,e2e,23,0.246239989996
bem,128,fp64_equivalent,kernel,24,0.18167167902
bem,128,fp64_equivalent,e2e,24,0.246486395597
bem,128,fp64_equivalent,kernel,25,0.181272640824
bem,128,fp64_equivalent,e2e,25,0.221312001348
bem,128,fp64_equivalent,kernel,26,0.180713266134
bem,128,fp64_equivalent,e2e,26,0.222393602133
bem,128,fp64_equivalent,kernel,27,0.182176321745
bem,128,fp64_equivalent,e2e,27,0.245948791504
bem,128,fp64_equivalent,kernel,28,0.180884152651
bem,128,fp64_equivalent,e2e,28,0.246124789119
bem,128,fp64_equivalent,kernel,29,0.183381125331
bem,128,fp64_equivalent,e2e,29,0.220921605825
bem,512,df32,kernel,0,0.183323517442
bem,512,df32,e2e,0,0.246867209673
bem,512,df32,kernel,1,0.183484151959
bem,512,df32,e2e,1,0.221884801984
bem,512,df32,kernel,2,0.183503687382
bem,512,df32,e2e,2,0.184547200799
bem,512,df32,kernel,3,0.184742391109
bem,512,df32,e2e,3,0.184761598706
bem,512,df32,kernel,4,0.183440953493
bem,512,df32,e2e,4,0.184473603964
bem,512,df32,kernel,5,0.183410868049
bem,512,df32,e2e,5,0.221993595362
bem,512,df32,kernel,6,0.183452472091
bem,512,df32,e2e,6,0.248054414988
bem,512,df32,kernel,7,0.182510390878
bem,512,df32,e2e,7,0.24803841114
bem,512,df32,kernel,8,0.183296963573
bem,512,df32,e2e,8,0.246428802609
bem,512,df32,kernel,9,0.183414727449
bem,512,df32,e2e,9,0.189612805843
bem,512,df32,kernel,10,0.18502175808
bem,512,df32,e2e,10,0.184716790915
bem,512,df32,kernel,11,0.183434233069
bem,512,df32,e2e,11,0.211059182882
bem,512,df32,kernel,12,0.183286070824
bem,512,df32,e2e,12,0.247286394238
bem,512,df32,kernel,13,0.183469116688
bem,512,df32,e2e,13,0.246694400907
bem,512,df32,kernel,14,0.182328641415
bem,512,df32,e2e,14,0.23469440639
bem,512,df32,kernel,15,0.183568954468
bem,512,df32,e2e,15,0.210652798414
bem,512,df32,kernel,16,0.183358073235
bem,512,df32,e2e,16,0.246700808406
bem,512,df32,kernel,17,0.183415025473
bem,512,df32,e2e,17,0.24703040719
bem,512,df32,kernel,18,0.183311372995
bem,512,df32,e2e,18,0.234076812863
bem,512,df32,kernel,19,0.183498561382
bem,512,df32,e2e,19,0.21012160182
bem,512,df32,kernel,20,0.183473289013
bem,512,df32,e2e,20,0.247356802225
bem,512,df32,kernel,21,0.184814065695
bem,512,df32,e2e,21,0.246684789658
bem,512,df32,kernel,22,0.183360010386
bem,512,df32,e2e,22,0.237023994327
bem,512,df32,kernel,23,0.183586880565
bem,512,df32,e2e,23,0.216582387686
bem,512,df32,kernel,24,0.183449283242
bem,512,df32,e2e,24,0.247152000666
bem,512,df32,kernel,25,0.184545919299
bem,512,df32,e2e,25,0.247119992971
bem,512,df32,kernel,26,0.183515504003
bem,512,df32,e2e,26,0.228182405233
bem,512,df32,kernel,27,0.183568656445
bem,512,df32,e2e,27,0.216899201274
bem,512,df32,kernel,28,0.183640956879
bem,512,df32,e2e,28,0.247183993459
bem,512,df32,kernel,29,0.181493759155
bem,512,df32,e2e,29,0.247760012746
bem,512,fp64_equivalent,kernel,0,0.315727353096
bem,512,fp64_equivalent,e2e,0,0.353587210178
bem,512,fp64_equivalent,kernel,1,0.315591037273
bem,512,fp64_equivalent,e2e,1,0.358025610447
bem,512,fp64_equivalent,kernel,2,0.317374736071
bem,512,fp64_equivalent,e2e,2,0.374425590038
bem,512,fp64_equivalent,kernel,3,0.315916150808
bem,512,fp64_equivalent,e2e,3,0.374076783657
bem,512,fp64_equivalent,kernel,4,0.31719198823
bem,512,fp64_equivalent,e2e,4,0.379795193672
bem,512,fp64_equivalent,kernel,5,0.315847694874
bem,512,fp64_equivalent,e2e,5,0.373785585165
bem,512,fp64_equivalent,kernel,6,0.314026236534
bem,512,fp64_equivalent,e2e,6,0.373264014721
bem,512,fp64_equivalent,kernel,7,0.315906226635
bem,512,fp64_equivalent,e2e,7,0.373206406832
bem,512,fp64_equivalent,kernel,8,0.315945923328
bem,512,fp64_equivalent,e2e,8,0.346905589104
bem,512,fp64_equivalent,kernel,9,0.320390701294
bem,512,fp64_equivalent,e2e,9,0.373017609119
bem,512,fp64_equivalent,kernel,10,0.31604129076
bem,512,fp64_equivalent,e2e,10,0.373712003231
bem,512,fp64_equivalent,kernel,11,0.317326724529
bem,512,fp64_equivalent,e2e,11,0.360854417086
bem,512,fp64_equivalent,kernel,12,0.315890222788
bem,512,fp64_equivalent,e2e,12,0.357712000608
bem,512,fp64_equivalent,kernel,13,0.314771533012
bem,512,fp64_equivalent,e2e,13,0.374252796173
bem,512,fp64_equivalent,kernel,14,0.315738558769
bem,512,fp64_equivalent,e2e,14,0.373404800892
bem,512,fp64_equivalent,kernel,15,0.317256629467
bem,512,fp64_equivalent,e2e,15,0.340566396713
bem,512,fp64_equivalent,kernel,16,0.315889269114
bem,512,fp64_equivalent,e2e,16,0.374012798071
bem,512,fp64_equivalent,kernel,17,0.316108137369
bem,512,fp64_equivalent,e2e,17,0.373344004154
