domain,n,method,timing_kind,repetition,value_ms
bem,1,bracketed_secant,kernel,12,0.113840475678
bem,1,bracketed_secant,e2e,12,0.123330242932
bem,1,bracketed_secant,kernel,13,0.11384896189
bem,1,bracketed_secant,e2e,13,0.115359038115
bem,1,bracketed_secant,kernel,14,0.113640740514
bem,1,bracketed_secant,e2e,14,0.12250816077
bem,1,bracketed_secant,kernel,15,0.113839901984
bem,1,bracketed_secant,e2e,15,0.117515519261
bem,1,bracketed_secant,kernel,16,0.113856121898
bem,1,bracketed_secant,e2e,16,0.121419519186
bem,1,bracketed_secant,kernel,17,0.113681726158
bem,1,bracketed_secant,e2e,17,0.122380159795
bem,1,bracketed_secant,kernel,18,0.113817982376
bem,1,bracketed_secant,e2e,18,0.121804475784
bem,1,bracketed_secant,kernel,19,0.113854080439
bem,1,bracketed_secant,e2e,19,0.123601600528
bem,1,bracketed_secant,kernel,20,0.113667935133
bem,1,bracketed_secant,e2e,20,0.121015042067
bem,1,bracketed_secant,kernel,21,0.113843142986
bem,1,bracketed_secant,e2e,21,0.120720647275
bem,1,bracketed_secant,kernel,22,0.113851994276
bem,1,bracketed_secant,e2e,22,0.122097283602
bem,1,bracketed_secant,kernel,23,0.113673187792
bem,1,bracketed_secant,e2e,23,0.123699523509
bem,1,bracketed_secant,kernel,24,0.113635011017
bem,1,bracketed_secant,e2e,24,0.121863357723
bem,1,bracketed_secant,kernel,25,0.113811552525
bem,1,bracketed_secant,e2e,25,0.12077216059
bem,1,bracketed_secant,kernel,26,0.113673977554
bem,1,bracketed_secant,e2e,26,0.117722883821
bem,1,bracketed_secant,kernel,27,0.114020898938
bem,1,bracketed_secant,e2e,27,0.121397122741
bem,1,bracketed_secant,kernel,28,0.113652832806
bem,1,bracketed_secant,e2e,28,0.124138243496
bem,1,bracketed_secant,kernel,29,0.113649792969
bem,1,bracketed_secant,e2e,29,0.121549122036
bem,1,safeguarded_newton,kernel,0,0.147021412849
bem,1,safeguarded_newton,e2e,0,0.151399999857
bem,1,safeguarded_newton,kernel,1,0.147112578154
bem,1,safeguarded_newton,e2e,1,0.151285767555
bem,1,safeguarded_newton,kernel,2,0.146851450205
bem,1,safeguarded_newton,e2e,2,0.151586562395
bem,1,safeguarded_newton,kernel,3,0.146849945188
bem,1,safeguarded_newton,e2e,3,0.148756161332
bem,1,safeguarded_newton,kernel,4,0.147010564804
bem,1,safeguarded_newton,e2e,4,0.152756482363
bem,1,safeguarded_newton,kernel,5,0.147041916847
bem,1,safeguarded_newton,e2e,5,0.148810878396
bem,1,safeguarded_newton,kernel,6,0.146849244833
bem,1,safeguarded_newton,e2e,6,0.151258245111
bem,1,safeguarded_newton,kernel,7,0.146991193295
bem,1,safeguarded_newton,e2e,7,0.150402247906
bem,1,safeguarded_newton,kernel,8,0.147033721209
bem,1,safeguarded_newton,e2e,8,0.150567352772
bem,1,safeguarded_newton,kernel,9,0.146863207221
bem,1,safeguarded_newton,e2e,9,0.151438727975
bem,1,safeguarded_newton,kernel,10,0.147039577365
bem,1,safeguarded_newton,e2e,10,0.150362238288
bem,1,safeguarded_newton,kernel,11,0.146839171648
bem,1,safeguarded_newton,e2e,11,0.151323512197
bem,1,safeguarded_newton,kernel,12,0.147041916847
bem,1,safeguarded_newton,e2e,12,0.14866527915
bem,1,safeguarded_newton,kernel,13,0.146844312549
bem,1,safeguarded_newton,e2e,13,0.152539849281
bem,1,safeguarded_newton,kernel,14,0.147219449282
bem,1,safeguarded_newton,e2e,14,0.148605123162
bem,1,safeguarded_newton,kernel,15,0.146674752235
bem,1,safeguarded_newton,e2e,15,0.151354879141
bem,1,safeguarded_newton,kernel,16,0.147039845586
bem,1,safeguarded_newton,e2e,16,0.151011198759
bem,1,safeguarded_newton,kernel,17,0.146841794252
bem,1,safeguarded_newton,e2e,17,0.150315836072
bem,1,safeguarded_newton,kernel,18,0.147032871842
bem,1,safeguarded_newton,e2e,18,0.151240319014
bem,1,safeguarded_newton,kernel,19,0.147041916847
bem,1,safeguarded_newton,e2e,19,0.149645760655
bem,1,safeguarded_newton,kernel,20,0.146837472916
bem,1,safeguarded_newton,e2e,20,0.151957765222
bem,1,safeguarded_newton,kernel,21,0.146846398711
bem,1,safeguarded_newton,e2e,21,0.148672640324
bem,1,safeguarded_newton,kernel,22,0.147033974528
bem,1,safeguarded_newton,e2e,22,0.152284160256
bem,1,safeguarded_newton,kernel,23,0.147015288472
bem,1,safeguarded_newton,e2e,23,0.149568006396
bem,1,safeguarded_newton,kernel,24,0.146869823337
bem,1,safeguarded_newton,e2e,24,0.151903033257
bem,1,safeguarded_newton,kernel,25,0.146849408746
bem,1,safeguarded_newton,e2e,25,0.149708151817
bem,1,safeguarded_newton,kernel,26,0.147026211023
bem,1,safeguarded_newton,e2e,26,0.150356158614
bem,1,safeguarded_newton,kernel,27,0.147031709552
bem,1,safeguarded_newton,e2e,27,0.151280641556
bem,1,safeguarded_newton,kernel,28,0.146859943867
bem,1,safeguarded_newton,e2e,28,0.149696961045
bem,1,safeguarded_newton,kernel,29,0.147028192878
bem,1,safeguarded_newton,e2e,29,0.151829123497
bem,1,safeguarded_halley,kernel,0,0.285619795322
bem,1,safeguarded_halley,e2e,0,0.288703352213
bem,1,safeguarded_halley,kernel,1,0.285980165005
bem,1,safeguarded_halley,e2e,1,0.288834542036
bem,1,safeguarded_halley,kernel,2,0.285680621862
bem,1,safeguarded_halley,e2e,2,0.288201272488
bem,1,safeguarded_halley,kernel,3,0.285596966743
bem,1,safeguarded_halley,e2e,3,0.290250867605
bem,1,safeguarded_halley,kernel,4,0.285821199417
bem,1,safeguarded_halley,e2e,4,0.288930863142
bem,1,safeguarded_halley,kernel,5,0.285820394754
bem,1,safeguarded_halley,e2e,5,0.292848646641
bem,1,safeguarded_halley,kernel,6,0.285629957914
bem,1,safeguarded_halley,e2e,6,0.291416317225
bem,1,safeguarded_halley,kernel,7,0.285835802555
bem,1,safeguarded_halley,e2e,7,0.290110081434
bem,1,safeguarded_halley,kernel,8,0.285797983408
bem,1,safeguarded_halley,e2e,8,0.290428489447
bem,1,safeguarded_halley,kernel,9,0.28564363718
bem,1,safeguarded_halley,e2e,9,0.288638085127
bem,1,safeguarded_halley,kernel,10,0.285960435867
bem,1,safeguarded_halley,e2e,10,0.287937611341
bem,1,safeguarded_halley,kernel,11,0.285664200783
bem,1,safeguarded_halley,e2e,11,0.292562574148
bem,1,safeguarded_halley,kernel,12,0.285682827234
bem,1,safeguarded_halley,e2e,12,0.291013121605
bem,1,safeguarded_halley,kernel,13,0.285764634609
bem,1,safeguarded_halley,e2e,13,0.288940161467
bem,1,safeguarded_halley,kernel,14,0.285797029734
bem,1,safeguarded_halley,e2e,14,0.2890214324
bem,1,safeguarded_halley,kernel,15,0.285591483116
bem,1,safeguarded_halley,e2e,15,0.288841277361
bem,1,safeguarded_halley,kernel,16,0.285943359137
bem,1,safeguarded_halley,e2e,16,0.288422077894
bem,1,safeguarded_halley,kernel,17,0.285632789135
bem,1,safeguarded_halley,e2e,17,0.290923207998
bem,1,safeguarded_halley,kernel,18,0.285530567169
bem,1,safeguarded_halley,e2e,18,0.288094073534
bem,1,safeguarded_halley,kernel,19,0.285732656717
bem,1,safeguarded_halley,e2e,19,0.293467193842
bem,1,safeguarded_halley,kernel,20,0.285781651735
bem,1,safeguarded_halley,e2e,20,0.289579212666
bem,1,safeguarded_halley,kernel,21,0.285625010729
bem,1,safeguarded_halley,e2e,21,0.290048956871
bem,1,safeguarded_halley,kernel,22,0.285782665014
bem,1,safeguarded_halley,e2e,22,0.291646391153
bem,1,safeguarded_halley,kernel,23,0.285659700632
bem,1,safeguarded_halley,e2e,23,0.29275265336
bem,1,safeguarded_halley,kernel,24,0.285636872053
bem,1,safeguarded_halley,e2e,24,0.290738880634
bem,1,safeguarded_halley,kernel,25,0.285581916571
bem,1,safeguarded_halley,e2e,25,0.29289534688
bem,1,safeguarded_halley,kernel,26,0.285807222128
bem,1,safeguarded_halley,e2e,26,0.290542721748
bem,1,safeguarded_halley,kernel,27,0.285537809134
bem,1,safeguarded_halley,e2e,27,0.291473925114
bem,1,safeguarded_halley,kernel,28,0.285636901855
bem,1,safeguarded_halley,e2e,28,0.289986252785
bem,1,safeguarded_halley,kernel,29,0.285587668419
bem,1,safeguarded_halley,e2e,29,0.292360961437
bem,8,bracketed_secant,kernel,0,0.11383331567
bem,8,bracketed_secant,e2e,0,0.122613117099
bem,8,bracketed_secant,kernel,1,0.113833531737
bem,8,bracketed_secant,e2e,1,0.120932795107
bem,8,bracketed_secant,kernel,2,0.113838560879
bem,8,bracketed_secant,e2e,2,0.115073606372
bem,8,bracketed_secant,kernel,3,0.113846875727
bem,8,bracketed_secant,e2e,3,0.122107200325
bem,8,bracketed_secant,kernel,4,0.113680101931
bem,8,bracketed_secant,e2e,4,0.120015360415
bem,8,bracketed_secant,kernel,5,0.113628990948
bem,8,bracketed_secant,e2e,5,0.11513248086
bem,8,bracketed_secant,kernel,6,0.113616704941
bem,8,bracketed_secant,e2e,6,0.122215993702
bem,8,bracketed_secant,kernel,7,0.113826431334
bem,8,bracketed_secant,e2e,7,0.122426554561
bem,8,bracketed_secant,kernel,8,0.11368150264
bem,8,bracketed_secant,e2e,8,0.11661760509
bem,8,bracketed_secant,kernel,9,0.114015966654
bem,8,bracketed_secant,e2e,9,0.121090240777
bem,8,bracketed_secant,kernel,10,0.113677695394
bem,8,bracketed_secant,e2e,10,0.122110716999
bem,8,bracketed_secant,kernel,11,0.113676413894
bem,8,bracketed_secant,e2e,11,0.122094720602
bem,8,bracketed_secant,kernel,12,0.114023521543
bem,8,bracketed_secant,e2e,12,0.121709756553
bem,8,bracketed_secant,kernel,13,0.113679461181
bem,8,bracketed_secant,e2e,13,0.120634242892
bem,8,bracketed_secant,kernel,14,0.113676510751
bem,8,bracketed_secant,e2e,14,0.117834240198
bem,8,bracketed_secant,kernel,15,0.113847620785
bem,8,bracketed_secant,e2e,15,0.122518718243
bem,8,bracketed_secant,kernel,16,0.113665342331
bem,8,bracketed_secant,e2e,16,0.115316480398
bem,8,bracketed_secant,kernel,17,0.113670945168
bem,8,bracketed_secant,e2e,17,0.117265917361
bem,8,bracketed_secant,kernel,18,0.113835133612
bem,8,bracketed_secant,e2e,18,0.122455358505
bem,8,bracketed_secant,kernel,19,0.113856121898
bem,8,bracketed_secant,e2e,19,0.115154877305
bem,8,bracketed_secant,kernel,20,0.113655999303
bem,8,bracketed_secant,e2e,20,0.117913283408
bem,8,bracketed_secant,kernel,21,0.113842397928
bem,8,bracketed_secant,e2e,21,0.122903682292
bem,8,bracketed_secant,kernel,22,0.113633185625
bem,8,bracketed_secant,e2e,22,0.121987521648
bem,8,bracketed_secant,kernel,23,0.113675490022
bem,8,bracketed_secant,e2e,23,0.118838399649
bem,8,bracketed_secant,kernel,24,0.113816000521
bem,8,bracketed_secant,e2e,24,0.116434566677
bem,8,bracketed_secant,kernel,25,0.113842852414
bem,8,bracketed_secant,e2e,25,0.11558303982
bem,8,bracketed_secant,kernel,26,0.113666526973
bem,8,bracketed_secant,e2e,26,0.121794879436
bem,8,bracketed_secant,kernel,27,0.113838404417
bem,8,bracketed_secant,e2e,27,0.115197762847
bem,8,bracketed_secant,kernel,28,0.113792352378
bem,8,bracketed_secant,e2e,28,0.120936319232
bem,8,bracketed_secant,kernel,29,0.11366867274
bem,8,bracketed_secant,e2e,29,0.119903363287
bem,8,safeguarded_newton,kernel,0,0.146851748228
bem,8,safeguarded_newton,e2e,0,0.148731201887
bem,8,safeguarded_newton,kernel,1,0.146839290857
bem,8,safeguarded_newton,e2e,1,0.151527360082
bem,8,safeguarded_newton,kernel,2,0.146869599819
bem,8,safeguarded_newton,e2e,2,0.148737609386
bem,8,safeguarded_newton,kernel,3,0.147035971284
bem,8,safeguarded_newton,e2e,3,0.152150720358
bem,8,safeguarded_newton,kernel,4,0.147053182125
bem,8,safeguarded_newton,e2e,4,0.148750394583
bem,8,safeguarded_newton,kernel,5,0.146860256791
bem,8,safeguarded_newton,e2e,5,0.151069447398
bem,8,safeguarded_newton,kernel,6,0.147183135152
bem,8,safeguarded_newton,e2e,6,0.151249289513
bem,8,safeguarded_newton,kernel,7,0.146664351225
bem,8,safeguarded_newton,e2e,7,0.151353925467
bem,8,safeguarded_newton,kernel,8,0.147042945027
bem,8,safeguarded_newton,e2e,8,0.151704326272
bem,8,safeguarded_newton,kernel,9,0.146846756339
bem,8,safeguarded_newton,e2e,9,0.14871712029
bem,8,safeguarded_newton,kernel,10,0.147210344672
bem,8,safeguarded_newton,e2e,10,0.151226878166
bem,8,safeguarded_newton,kernel,11,0.146836549044
bem,8,safeguarded_newton,e2e,11,0.150320321321
bem,8,safeguarded_newton,kernel,12,0.14686486125
bem,8,safeguarded_newton,e2e,12,0.150902077556
bem,8,safeguarded_newton,kernel,13,0.146870881319
bem,8,safeguarded_newton,e2e,13,0.151699528098
bem,8,safeguarded_newton,kernel,14,0.146845951676
bem,8,safeguarded_newton,e2e,14,0.151197761297
bem,8,safeguarded_newton,kernel,15,0.147037833929
bem,8,safeguarded_newton,e2e,15,0.15175807476
bem,8,safeguarded_newton,kernel,16,0.146842330694
bem,8,safeguarded_newton,e2e,16,0.150519669056
bem,8,safeguarded_newton,kernel,17,0.147181913257
bem,8,safeguarded_newton,e2e,17,0.151370882988
bem,8,safeguarded_newton,kernel,18,0.146696612239
bem,8,safeguarded_newton,e2e,18,0.149618878961
bem,8,safeguarded_newton,kernel,19,0.14704194665
bem,8,safeguarded_newton,e2e,19,0.152634561062
bem,8,safeguarded_newton,kernel,20,0.146836027503
bem,8,safeguarded_newton,e2e,20,0.149703994393
bem,8,safeguarded_newton,kernel,21,0.147024482489
bem,8,safeguarded_newton,e2e,21,0.15090623498
bem,8,safeguarded_newton,kernel,22,0.146871462464
bem,8,safeguarded_newton,e2e,22,0.150425925851
bem,8,safeguarded_newton,kernel,23,0.146847575903
bem,8,safeguarded_newton,e2e,23,0.150827199221
bem,8,safeguarded_newton,kernel,24,0.147103771567
bem,8,safeguarded_newton,e2e,24,0.15171135962
bem,8,safeguarded_newton,kernel,25,0.147051125765
bem,8,safeguarded_newton,e2e,25,0.151502400637
bem,8,safeguarded_newton,kernel,26,0.146910756826
bem,8,safeguarded_newton,e2e,26,0.15161600709
bem,8,safeguarded_newton,kernel,27,0.146862462163
bem,8,safeguarded_newton,e2e,27,0.148631364107
bem,8,safeguarded_newton,kernel,28,0.147188991308
bem,8,safeguarded_newton,e2e,28,0.152653127909
bem,8,safeguarded_newton,kernel,29,0.146857604384
bem,8,safeguarded_newton,e2e,29,0.149783045053
bem,8,safeguarded_halley,kernel,0,0.286144256592
bem,8,safeguarded_halley,e2e,0,0.29050591588
bem,8,safeguarded_halley,kernel,1,0.286175906658
bem,8,safeguarded_halley,e2e,1,0.294915527105
bem,8,safeguarded_halley,kernel,2,0.285917371511
bem,8,safeguarded_halley,e2e,2,0.293066561222
bem,8,safeguarded_halley,kernel,3,0.286323547363
bem,8,safeguarded_halley,e2e,3,0.289162874222
bem,8,safeguarded_halley,kernel,4,0.285951822996
bem,8,safeguarded_halley,e2e,4,0.289114564657
bem,8,safeguarded_halley,kernel,5,0.286012023687
bem,8,safeguarded_halley,e2e,5,0.292907208204
bem,8,safeguarded_halley,kernel,6,0.286138802767
bem,8,safeguarded_halley,e2e,6,0.292310714722
bem,8,safeguarded_halley,kernel,7,0.286148220301
bem,8,safeguarded_halley,e2e,7,0.293909758329
bem,8,safeguarded_halley,kernel,8,0.285875439644
bem,8,safeguarded_halley,e2e,8,0.292135059834
bem,8,safeguarded_halley,kernel,9,0.286295056343
bem,8,safeguarded_halley,e2e,9,0.292071372271
bem,8,safeguarded_halley,kernel,10,0.285909473896
bem,8,safeguarded_halley,e2e,10,0.289803534746
bem,8,safeguarded_halley,kernel,11,0.286063343287
bem,8,safeguarded_halley,e2e,11,0.291075527668
bem,8,safeguarded_halley,kernel,12,0.286164075136
bem,8,safeguarded_halley,e2e,12,0.295252144337
bem,8,safeguarded_halley,kernel,13,0.286141037941
bem,8,safeguarded_halley,e2e,13,0.293125122786
bem,8,safeguarded_halley,kernel,14,0.285940349102
bem,8,safeguarded_halley,e2e,14,0.295250862837
bem,8,safeguarded_halley,kernel,15,0.28637367487
bem,8,safeguarded_halley,e2e,15,0.292873293161
bem,8,safeguarded_halley,kernel,16,0.285981178284
bem,8,safeguarded_halley,e2e,16,0.291037112474
bem,8,safeguarded_halley,kernel,17,0.286007672548
bem,8,safeguarded_halley,e2e,17,0.290950387716
bem,8,safeguarded_halley,kernel,18,0.286103159189
bem,8,safeguarded_halley,e2e,18,0.292663991451
bem,8,safeguarded_halley,kernel,19,0.286132872105
bem,8,safeguarded_halley,e2e,19,0.289145588875
bem,8,safeguarded_halley,kernel,20,0.286090165377
bem,8,safeguarded_halley,e2e,20,0.288583993912
bem,8,safeguarded_halley,kernel,21,0.286391705275
bem,8,safeguarded_halley,e2e,21,0.289997756481
bem,8,safeguarded_halley,kernel,22,0.2860481143
bem,8,safeguarded_halley,e2e,22,0.292175382376
bem,8,safeguarded_halley,kernel,23,0.286047488451
bem,8,safeguarded_halley,e2e,23,0.294054090977
bem,8,safeguarded_halley,kernel,24,0.286214500666
bem,8,safeguarded_halley,e2e,24,0.293664962053
bem,8,safeguarded_halley,kernel,25,0.286151140928
bem,8,safeguarded_halley,e2e,25,0.289535343647
bem,8,safeguarded_halley,kernel,26,0.28601577878
bem,8,safeguarded_halley,e2e,26,0.285791695118
bem,8,safeguarded_halley,kernel,27,0.286302924156
bem,8,safeguarded_halley,e2e,27,0.289321601391
bem,8,safeguarded_halley,kernel,28,0.285911917686
bem,8,safeguarded_halley,e2e,28,0.292085766792
bem,8,safeguarded_halley,kernel,29,0.286000192165
bem,8,safeguarded_halley,e2e,29,0.295341432095
bem,8,brent_dekker,kernel,0,0.161279842257
bem,8,brent_dekker,e2e,0,0.165191039443
bem,8,brent_dekker,kernel,1,0.161295831203
bem,8,brent_dekker,e2e,1,0.161914229393
bem,8,brent_dekker,kernel,2,0.16127474606
bem,8,brent_dekker,e2e,2,0.165188163519
bem,8,brent_dekker,kernel,3,0.161294087768
bem,8,brent_dekker,e2e,3,0.162113919854
bem,8,brent_dekker,kernel,4,0.161455750465
bem,8,brent_dekker,e2e,4,0.166654065251
bem,8,brent_dekker,kernel,5,0.161297023296
bem,8,brent_dekker,e2e,5,0.163023352623
bem,8,brent_dekker,kernel,6,0.161408320069
bem,8,brent_dekker,e2e,6,0.16636352241
bem,8,brent_dekker,kernel,7,0.161286532879
bem,8,brent_dekker,e2e,7,0.163220480084
bem,8,brent_dekker,kernel,8,0.161290884018
bem,8,brent_dekker,e2e,8,0.166197434068
bem,8,brent_dekker,kernel,9,0.161454170942
bem,8,brent_dekker,e2e,9,0.16319295764
bem,8,brent_dekker,kernel,10,0.161290943623
bem,8,brent_dekker,e2e,10,0.166455999017
bem,8,brent_dekker,kernel,11,0.161306247115
bem,8,brent_dekker,e2e,11,0.161927998066
bem,8,brent_dekker,kernel,12,0.16145093739
bem,8,brent_dekker,e2e,12,0.165512308478
bem,8,brent_dekker,kernel,13,0.161436125636
bem,8,brent_dekker,e2e,13,0.161972165108
bem,8,brent_dekker,kernel,14,0.161289021373
bem,8,brent_dekker,e2e,14,0.165166392922
bem,8,brent_dekker,kernel,15,0.161278530955
bem,8,brent_dekker,e2e,15,0.161949768662
bem,8,brent_dekker,kernel,16,0.161471009254
bem,8,brent_dekker,e2e,16,0.165586873889
bem,8,brent_dekker,kernel,17,0.16129565239
bem,8,brent_dekker,e2e,17,0.164772793651
bem,8,brent_dekker,kernel,18,0.161261186004
bem,8,brent_dekker,e2e,18,0.165209591389
bem,8,brent_dekker,kernel,19,0.16146479547
bem,8,brent_dekker,e2e,19,0.165386557579
bem,8,brent_dekker,kernel,20,0.161456421018
bem,8,brent_dekker,e2e,20,0.165397763252
bem,8,brent_dekker,kernel,21,0.161107748747
bem,8,brent_dekker,e2e,21,0.164866238832
bem,8,brent_dekker,kernel,22,0.161563932896
bem,8,brent_dekker,e2e,22,0.165443837643
bem,8,brent_dekker,kernel,23,0.161447092891
bem,8,brent_dekker,e2e,23,0.165079042315
bem,8,brent_dekker,kernel,24,0.161273151636
bem,8,brent_dekker,e2e,24,0.165192961693
bem,8,brent_dekker,kernel,25,0.161281660199
bem,8,brent_dekker,e2e,25,0.166202887893
bem,8,brent_dekker,kernel,26,0.161448761821
bem,8,brent_dekker,e2e,26,0.16438305378
bem,8,brent_dekker,kernel,27,0.16145478189
bem,8,brent_dekker,e2e,27,0.164645448327
bem,8,brent_dekker,kernel,28,0.161294028163
bem,8,brent_dekker,e2e,28,0.164189755917
bem,8,brent_dekker,kernel,29,0.161273181438
bem,8,brent_dekker,e2e,29,0.165544971824
bem,32,brent_dekker,kernel,0,0.164843395352
bem,32,brent_dekker,e2e,0,0.173398718238
bem,32,brent_dekker,kernel,1,0.164698272943
bem,32,brent_dekker,e2e,1,0.174023985863
bem,32,brent_dekker,kernel,2,0.164758145809
bem,32,brent_dekker,e2e,2,0.173576965928
bem,32,brent_dekker,kernel,3,0.164887040854
bem,32,brent_dekker,e2e,3,0.174082234502
bem,32,brent_dekker,kernel,4,0.164898812771
bem,32,brent_dekker,e2e,4,0.17358623445
bem,32,brent_dekker,kernel,5,0.164772540331
bem,32,brent_dekker,e2e,5,0.173868477345
bem,32,brent_dekker,kernel,6,0.16490663588
bem,32,brent_dekker,e2e,6,0.173570558429
bem,32,brent_dekker,kernel,7,0.164743840694
bem,32,brent_dekker,e2e,7,0.173851534724
bem,32,brent_dekker,kernel,8,0.164832875133
bem,32,brent_dekker,e2e,8,0.173728317022
bem,32,brent_dekker,kernel,9,0.164828762412
bem,32,brent_dekker,e2e,9,0.173671036959
bem,32,brent_dekker,kernel,10,0.164851680398
bem,32,brent_dekker,e2e,10,0.173746243119
bem,32,brent_dekker,kernel,11,0.164726629853
bem,32,brent_dekker,e2e,11,0.173680648208
bem,32,brent_dekker,kernel,12,0.164760187268
bem,32,brent_dekker,e2e,12,0.173753932118
bem,32,brent_dekker,kernel,13,0.164892286062
bem,32,brent_dekker,e2e,13,0.173402234912
bem,32,brent_dekker,kernel,14,0.164906024933
bem,32,brent_dekker,e2e,14,0.1735894382
bem,32,brent_dekker,kernel,15,0.164750814438
bem,32,brent_dekker,e2e,15,0.174349442124
bem,32,brent_dekker,kernel,16,0.164930060506
bem,32,brent_dekker,e2e,16,0.17340798676
bem,32,brent_dekker,kernel,17,0.164749950171
bem,32,brent_dekker,e2e,17,0.174543991685
bem,32,brent_dekker,kernel,18,0.164913699031
bem,32,brent_dekker,e2e,18,0.173374086618
bem,32,brent_dekker,kernel,19,0.164944544435
bem,32,brent_dekker,e2e,19,0.174235522747
bem,32,brent_dekker,kernel,20,0.164930790663
bem,32,brent_dekker,e2e,20,0.173421442509
bem,32,brent_dekker,kernel,21,0.164896428585
bem,32,brent_dekker,e2e,21,0.174011185765
bem,32,brent_dekker,kernel,22,0.164545729756
bem,32,brent_dekker,e2e,22,0.173362880945
bem,32,brent_dekker,kernel,23,0.164907068014
bem,32,brent_dekker,e2e,23,0.173923507333
bem,32,brent_dekker,kernel,24,0.164940476418
bem,32,brent_dekker,e2e,24,0.173450246453
bem,32,brent_dekker,kernel,25,0.164739519358
bem,32,brent_dekker,e2e,25,0.175282880664
bem,32,brent_dekker,kernel,26,0.164852380753
bem,32,brent_dekker,e2e,26,0.173554882407
